relative_second,timestamp_utc,current_replicas,desired_replicas,ready_replicas,available_replicas,hpa_cpu_percent,actual_cpu_cores,actual_memory_gib,requested_cpu_cores,requested_memory_gib,scale_direction,collector_error
0.0004093570005352376,2026-08-26T19:11:52.114688+00:00,1,1,1,1,0.0,0.000630371,0.050365447998046875,2.0,2.0,,
5.001489450000008,2026-08-26T19:11:57.214307+00:00,1,1,1,1,0.0,0.000630371,0.050365447998046875,2.0,2.0,,
10.002670441999726,2026-08-26T19:12:02.676556+00:00,1,1,1,1,0.0,0.000630371,0.050365447998046875,2.0,2.0,,
15.003665123000246,2026-08-26T19:12:07.092760+00:00,1,1,1,1,0.0,0.000630371,0.050365447998046875,2.0,2.0,,
20.00407026799985,2026-08-26T19:12:12.204717+00:00,1,1,1,1,0.0,0.226039295,0.050785064697265625,2.0,2.0,,
25.004977468001016,2026-08-26T19:12:17.134635+00:00,1,1,1,1,0.0,0.226039295,0.050785064697265625,2.0,2.0,,
30.00620214800074,2026-08-26T19:12:22.099642+00:00,1,1,1,1,0.0,0.226039295,0.050785064697265625,2.0,2.0,,
35.00687406900033,2026-08-26T19:12:27.091700+00:00,1,1,1,1,0.0,0.226039295,0.050785064697265625,2.0,2.0,,
40.008010366000235,2026-08-26T19:12:32.342500+00:00,1,1,1,1,0.0,0.226039295,0.050785064697265625,2.0,2.0,,
45.009001512000395,2026-08-26T19:12:37.097882+00:00,1,1,1,1,0.0,0.226039295,0.050785064697265625,2.0,2.0,,
50.00957670900061,2026-08-26T19:12:42.338988+00:00,1,1,1,1,0.0,0.426813229,0.051479339599609375,2.0,2.0,,
55.01061004599978,2026-08-26T19:12:47.242598+00:00,1,1,1,1,0.0,0.426813229,0.051479339599609375,2.0,2.0,,
60.01095743299993,2026-08-26T19:12:52.187577+00:00,1,1,1,1,0.0,0.426813229,0.051479339599609375,2.0,2.0,,
65.01157827600036,2026-08-26T19:12:57.076087+00:00,1,1,1,1,25.0,0.426813229,0.051479339599609375,2.0,2.0,,
70.01233547099946,2026-08-26T19:13:02.593237+00:00,1,1,1,1,25.0,0.426813229,0.051479339599609375,2.0,2.0,,
75.0134383220011,2026-08-26T19:13:07.085479+00:00,1,1,1,1,25.0,0.426813229,0.051479339599609375,2.0,2.0,,
80.01388409200081,2026-08-26T19:13:12.088482+00:00,1,1,1,1,25.0,0.584470995,0.0514678955078125,2.0,2.0,,
85.01465079500122,2026-08-26T19:13:17.176074+00:00,1,1,1,1,25.0,0.584470995,0.0514678955078125,2.0,2.0,,
90.01584208300119,2026-08-26T19:13:22.133357+00:00,1,1,1,1,25.0,0.584470995,0.0514678955078125,2.0,2.0,,
95.01689398599956,2026-08-26T19:13:27.101109+00:00,1,1,1,1,25.0,0.584470995,0.0514678955078125,2.0,2.0,,
100.01743913800055,2026-08-26T19:13:32.328026+00:00,1,1,1,1,25.0,0.584470995,0.0514678955078125,2.0,2.0,,
105.01774535699951,2026-08-26T19:13:37.313976+00:00,1,1,1,1,25.0,0.584470995,0.0514678955078125,2.0,2.0,,
110.01831784600108,2026-08-26T19:13:42.428624+00:00,1,1,1,1,25.0,1.009208668,0.05152130126953125,2.0,2.0,,
115.01903358300115,2026-08-26T19:13:47.984526+00:00,1,1,1,1,25.0,1.009208668,0.05152130126953125,2.0,2.0,,
120.01930054600052,2026-08-26T19:13:52.426119+00:00,1,1,1,1,25.0,1.009208668,0.05152130126953125,2.0,2.0,,
125.01942576900001,2026-08-26T19:13:57.183882+00:00,1,2,1,1,70.0,1.009208668,0.05152130126953125,2.0,2.0,up,
130.01960418199997,2026-08-26T19:14:02.231471+00:00,1,2,1,1,70.0,1.009208668,0.05152130126953125,2.0,2.0,,
135.02009636000003,2026-08-26T19:14:07.140566+00:00,2,2,1,1,70.0,1.009208668,0.05152130126953125,4.0,4.0,,
140.02060626599996,2026-08-26T19:14:12.444494+00:00,2,2,2,2,70.0,1.915280384,0.10869598388671875,4.0,4.0,,
145.02133944200068,2026-08-26T19:14:17.116630+00:00,2,2,2,2,70.0,1.915280384,0.10869598388671875,4.0,4.0,,
150.02216863800095,2026-08-26T19:14:22.146034+00:00,2,2,2,2,70.0,1.915280384,0.10869598388671875,4.0,4.0,,
155.0230797969998,2026-08-26T19:14:28.187969+00:00,2,2,2,2,70.0,1.915280384,0.10869598388671875,4.0,4.0,,
160.02475090100052,2026-08-26T19:14:32.379498+00:00,2,2,2,2,70.0,1.915280384,0.10869598388671875,4.0,4.0,,
165.0260338299995,2026-08-26T19:14:37.169068+00:00,2,2,2,2,70.0,1.915280384,0.10869598388671875,4.0,4.0,,
170.0265364780007,2026-08-26T19:14:42.602182+00:00,2,2,2,2,70.0,2.055868659,0.10895919799804688,4.0,4.0,,
175.02728347999982,2026-08-26T19:14:47.693372+00:00,2,2,2,2,70.0,2.055868659,0.10895919799804688,4.0,4.0,,
180.0279673490004,2026-08-26T19:14:52.130006+00:00,2,2,2,2,70.0,2.055868659,0.10895919799804688,4.0,4.0,,
185.0280995789999,2026-08-26T19:14:57.661793+00:00,2,2,2,2,53.0,2.055868659,0.10895919799804688,4.0,4.0,,
190.0287581829998,2026-08-26T19:15:02.887429+00:00,2,2,2,2,53.0,2.055868659,0.10895919799804688,4.0,4.0,,
195.02986708800017,2026-08-26T19:15:07.183579+00:00,2,2,2,2,53.0,2.055868659,0.10895919799804688,4.0,4.0,,
200.03026762400077,2026-08-26T19:15:12.453294+00:00,2,2,2,2,53.0,2.398851616,0.10876846313476562,4.0,4.0,,
205.03089896700112,2026-08-26T19:15:17.242069+00:00,2,2,2,2,53.0,2.398851616,0.10876846313476562,4.0,4.0,,
210.03140418000112,2026-08-26T19:15:22.186016+00:00,2,2,2,2,53.0,2.398851616,0.10876846313476562,4.0,4.0,,
215.03209754199997,2026-08-26T19:15:27.164314+00:00,2,2,2,2,53.0,2.398851616,0.10876846313476562,4.0,4.0,,
220.03298722600084,2026-08-26T19:15:32.252070+00:00,2,2,2,2,53.0,2.398851616,0.10876846313476562,4.0,4.0,,
225.03370767600063,2026-08-26T19:15:37.230670+00:00,2,2,2,2,53.0,2.398851616,0.10876846313476562,4.0,4.0,,
230.03426236900123,2026-08-26T19:15:43.451539+00:00,2,2,2,2,53.0,2.490040305,0.11245346069335938,4.0,4.0,,
235.03454364200115,2026-08-26T19:15:48.421610+00:00,2,2,2,2,53.0,2.490040305,0.11245346069335938,4.0,4.0,,
240.0349876250002,2026-08-26T19:15:52.135716+00:00,2,2,2,2,53.0,2.490040305,0.11245346069335938,4.0,4.0,,
245.03576697400058,2026-08-26T19:15:57.203262+00:00,2,2,2,2,53.0,2.490040305,0.11245346069335938,4.0,4.0,,
250.03611509800066,2026-08-26T19:16:02.370729+00:00,2,2,2,2,53.0,2.490040305,0.11245346069335938,4.0,4.0,,
255.03689836500052,2026-08-26T19:16:07.177006+00:00,2,2,2,2,53.0,2.490040305,0.11245346069335938,4.0,4.0,,
260.03772041999946,2026-08-26T19:16:12.224902+00:00,2,2,2,2,60.0,2.4098982739999997,0.11251068115234375,4.0,4.0,,
265.0390677380001,2026-08-26T19:16:17.151069+00:00,2,2,2,2,60.0,2.4098982739999997,0.11251068115234375,4.0,4.0,,
270.0392546990006,2026-08-26T19:16:22.147540+00:00,2,2,2,2,60.0,2.4098982739999997,0.11251068115234375,4.0,4.0,,
275.03977096000017,2026-08-26T19:16:27.140464+00:00,2,2,2,2,60.0,2.4098982739999997,0.11251068115234375,4.0,4.0,,
280.0402877460001,2026-08-26T19:16:32.370350+00:00,2,2,2,2,60.0,2.4098982739999997,0.11251068115234375,4.0,4.0,,
285.0410760670002,2026-08-26T19:16:37.184664+00:00,2,2,2,2,60.0,2.4098982739999997,0.11251068115234375,4.0,4.0,,
290.04208159300106,2026-08-26T19:16:42.321741+00:00,2,2,2,2,60.0,2.3587617300000003,0.11272048950195312,4.0,4.0,,
295.0428755619996,2026-08-26T19:16:47.557569+00:00,2,2,2,2,60.0,2.3587617300000003,0.11272048950195312,4.0,4.0,,
300.0440857480007,2026-08-26T19:16:52.154651+00:00,2,2,2,2,60.0,2.3587617300000003,0.11272048950195312,4.0,4.0,,
305.0447528620007,2026-08-26T19:16:57.427512+00:00,2,2,2,2,60.0,2.3587617300000003,0.11272048950195312,4.0,4.0,,
310.04562475900093,2026-08-26T19:17:02.533401+00:00,2,2,2,2,60.0,2.3587617300000003,0.11272048950195312,4.0,4.0,,
315.0466265190007,2026-08-26T19:17:07.182768+00:00,2,2,2,2,60.0,2.3587617300000003,0.11272048950195312,4.0,4.0,,
320.0475845910005,2026-08-26T19:17:12.575057+00:00,2,2,2,2,60.0,2.373903511,0.112030029296875,4.0,4.0,,
325.04797400499956,2026-08-26T19:17:17.180194+00:00,2,2,2,2,63.0,2.373903511,0.112030029296875,4.0,4.0,,
330.04907266400005,2026-08-26T19:17:22.187298+00:00,2,2,2,2,63.0,2.373903511,0.112030029296875,4.0,4.0,,
335.04958045999956,2026-08-26T19:17:27.276685+00:00,2,2,2,2,63.0,2.373903511,0.112030029296875,4.0,4.0,,
340.0504589020002,2026-08-26T19:17:32.455825+00:00,2,3,2,2,75.0,2.373903511,0.112030029296875,4.0,4.0,up,
345.0512360949997,2026-08-26T19:17:37.241525+00:00,3,3,2,2,75.0,2.373903511,0.112030029296875,6.0,6.0,,
350.0522521460007,2026-08-26T19:17:42.301599+00:00,3,3,2,2,75.0,2.960779619,0.111968994140625,6.0,6.0,,
355.0534852260007,2026-08-26T19:17:47.582333+00:00,3,3,3,3,75.0,2.960779619,0.111968994140625,6.0,6.0,,
360.05437361500117,2026-08-26T19:17:52.451708+00:00,3,3,3,3,75.0,2.960779619,0.111968994140625,6.0,6.0,,
365.0551635640004,2026-08-26T19:17:57.667653+00:00,3,4,3,3,69.0,2.960779619,0.111968994140625,6.0,6.0,up,
