relative_second,timestamp_utc,target_units,allocated_units,ready_units,pending_actions,allocated_vcpu,allocated_memory_gib,scale_direction,collector_error
0.00038570100059587276,2026-08-26T18:09:56.010495+00:00,1,1,1,False,2.0,2.0,,
5.001404816000104,2026-08-26T18:10:00.891930+00:00,1,1,1,False,2.0,2.0,,
10.002605755000332,2026-08-26T18:10:05.926482+00:00,1,1,1,False,2.0,2.0,,
15.003605135000726,2026-08-26T18:10:11.047360+00:00,1,1,1,False,2.0,2.0,,
20.00465944000007,2026-08-26T18:10:15.983729+00:00,1,1,1,False,2.0,2.0,,
25.005269588000374,2026-08-26T18:10:20.893883+00:00,1,1,1,False,2.0,2.0,,
30.005769907000285,2026-08-26T18:10:25.991682+00:00,1,1,1,False,2.0,2.0,,
35.006114785000136,2026-08-26T18:10:30.928875+00:00,1,1,1,False,2.0,2.0,,
40.007126640000024,2026-08-26T18:10:35.990946+00:00,1,1,1,False,2.0,2.0,,
45.00831565600038,2026-08-26T18:10:40.983124+00:00,1,1,1,False,2.0,2.0,,
50.009340166000584,2026-08-26T18:10:45.957840+00:00,1,1,1,False,2.0,2.0,,
55.01043901699995,2026-08-26T18:10:51.009425+00:00,1,1,1,False,2.0,2.0,,
60.011776132000705,2026-08-26T18:10:55.946020+00:00,1,1,1,False,2.0,2.0,,
65.01229662300011,2026-08-26T18:11:00.999379+00:00,1,1,1,False,2.0,2.0,,
70.01397815500059,2026-08-26T18:11:06.067736+00:00,1,1,1,False,2.0,2.0,,
75.01433238000027,2026-08-26T18:11:10.956253+00:00,1,1,1,False,2.0,2.0,,
80.01469263200033,2026-08-26T18:11:16.427044+00:00,1,1,1,False,2.0,2.0,,
85.01498864000041,2026-08-26T18:11:20.919844+00:00,1,1,1,False,2.0,2.0,,
90.01533256499988,2026-08-26T18:11:25.939528+00:00,1,1,1,False,2.0,2.0,,
95.01608149799995,2026-08-26T18:11:30.979274+00:00,1,1,1,False,2.0,2.0,,
100.01641735300018,2026-08-26T18:11:36.155109+00:00,1,1,1,False,2.0,2.0,,
105.0170127600004,2026-08-26T18:11:41.083754+00:00,1,1,1,False,2.0,2.0,,
110.01787793800031,2026-08-26T18:11:46.106347+00:00,1,1,1,False,2.0,2.0,,
115.01863319299991,2026-08-26T18:11:50.912071+00:00,1,1,1,False,2.0,2.0,,
120.018990519,2026-08-26T18:11:56.055068+00:00,1,1,1,False,2.0,2.0,,
125.0198745560001,2026-08-26T18:12:01.084712+00:00,1,1,1,False,2.0,2.0,,
130.02104779,2026-08-26T18:12:06.132940+00:00,1,1,1,False,2.0,2.0,,
135.0216046000005,2026-08-26T18:12:11.045183+00:00,1,1,1,False,2.0,2.0,,
140.02250208700025,2026-08-26T18:12:16.048133+00:00,1,1,1,False,2.0,2.0,,
