relative_second,timestamp_utc,current_replicas,desired_replicas,ready_replicas,available_replicas,hpa_cpu_percent,actual_cpu_cores,actual_memory_gib,requested_cpu_cores,requested_memory_gib,scale_direction,collector_error
205.06556550700043,2026-09-02T12:14:35.276404+00:00,2,2,2,2,0.0,0.822164239,0.09809494018554688,4.0,4.0,,
210.065857683001,2026-09-02T12:14:40.187498+00:00,2,2,2,2,0.0,1.980047461,0.0996551513671875,4.0,4.0,,
215.06666269299967,2026-09-02T12:14:45.231876+00:00,2,2,2,2,0.0,1.980047461,0.0996551513671875,4.0,4.0,,
220.06691948700063,2026-09-02T12:14:50.243939+00:00,2,2,2,2,0.0,1.980047461,0.0996551513671875,4.0,4.0,,
225.06716889400013,2026-09-02T12:14:55.236158+00:00,2,2,2,2,35.0,1.980047461,0.0996551513671875,4.0,4.0,,
230.06851991999974,2026-09-02T12:15:00.199433+00:00,2,2,2,2,35.0,1.980047461,0.0996551513671875,4.0,4.0,,
235.06901242200001,2026-09-02T12:15:05.379137+00:00,2,2,2,2,35.0,1.980047461,0.0996551513671875,4.0,4.0,,
240.06913871899997,2026-09-02T12:15:10.196370+00:00,2,2,2,2,35.0,1.361550486,0.09913253784179688,4.0,4.0,,
245.07026987100107,2026-09-02T12:15:15.205282+00:00,2,2,2,2,35.0,1.361550486,0.09913253784179688,4.0,4.0,,
250.07111412900122,2026-09-02T12:15:20.329680+00:00,2,2,2,2,35.0,1.361550486,0.09913253784179688,4.0,4.0,,
255.0720011430003,2026-09-02T12:15:25.164596+00:00,2,2,2,2,35.0,1.361550486,0.09913253784179688,4.0,4.0,,
260.0730169990002,2026-09-02T12:15:30.197061+00:00,2,2,2,2,35.0,1.361550486,0.09913253784179688,4.0,4.0,,
265.07379683900035,2026-09-02T12:15:35.305681+00:00,2,2,2,2,35.0,1.361550486,0.09913253784179688,4.0,4.0,,
270.0746336880002,2026-09-02T12:15:40.187028+00:00,2,2,2,2,35.0,1.234106486,0.10256576538085938,4.0,4.0,,
275.0793431260008,2026-09-02T12:15:45.254464+00:00,2,2,2,2,35.0,1.234106486,0.10256576538085938,4.0,4.0,,
280.0847000089998,2026-09-02T12:15:50.175090+00:00,2,2,2,2,30.0,1.234106486,0.10256576538085938,4.0,4.0,,
285.08937492100085,2026-09-02T12:15:55.184788+00:00,2,2,2,2,30.0,1.234106486,0.10256576538085938,4.0,4.0,,
290.09409197400055,2026-09-02T12:16:00.192191+00:00,2,2,2,2,30.0,1.234106486,0.10256576538085938,4.0,4.0,,
295.0995042350005,2026-09-02T12:16:05.297174+00:00,2,2,2,2,30.0,1.234106486,0.10256576538085938,4.0,4.0,,
300.10438823700133,2026-09-02T12:16:10.260023+00:00,2,2,2,2,30.0,1.234106486,0.10256576538085938,4.0,4.0,,
