relative_second,timestamp_utc,target_units,allocated_units,ready_units,pending_actions,allocated_vcpu,allocated_memory_gib,scale_direction,collector_error
375.0945924130001,2026-09-02T16:54:36.282246+00:00,2,2,2,False,4.0,4.0,,
380.09545174899995,2026-09-02T16:54:41.431973+00:00,2,2,2,False,4.0,4.0,,
385.0959494839999,2026-09-02T16:54:46.275400+00:00,2,2,2,False,4.0,4.0,,
390.09635531799995,2026-09-02T16:54:51.395784+00:00,2,2,2,False,4.0,4.0,,
395.0974204389995,2026-09-02T16:54:56.243674+00:00,2,2,2,False,4.0,4.0,,
400.097669191,2026-09-02T16:55:01.270961+00:00,2,2,2,False,4.0,4.0,,
405.09819236099975,2026-09-02T16:55:06.432952+00:00,2,2,2,False,4.0,4.0,,
410.0987949119999,2026-09-02T16:55:11.234998+00:00,2,2,2,False,4.0,4.0,,
415.0992594720001,2026-09-02T16:55:16.687916+00:00,2,2,2,False,4.0,4.0,,
420.1003862689995,2026-09-02T16:55:21.362584+00:00,2,2,2,False,4.0,4.0,,
425.10116746400035,2026-09-02T16:55:26.346064+00:00,2,2,2,False,4.0,4.0,,
430.1022312949999,2026-09-02T16:55:31.299476+00:00,2,2,2,False,4.0,4.0,,
435.1026118970003,2026-09-02T16:55:36.310215+00:00,2,2,2,False,4.0,4.0,,
440.102697499,2026-09-02T16:55:41.371901+00:00,2,2,2,False,4.0,4.0,,
445.1036667440003,2026-09-02T16:55:46.417771+00:00,2,2,2,False,4.0,4.0,,
450.1040169830003,2026-09-02T16:55:51.377416+00:00,2,2,2,False,4.0,4.0,,
455.10408890599956,2026-09-02T16:55:56.631322+00:00,2,2,2,False,4.0,4.0,,
460.1047171049995,2026-09-02T16:56:01.339869+00:00,2,2,2,False,4.0,4.0,,
465.10510262800017,2026-09-02T16:56:06.722401+00:00,2,2,2,False,4.0,4.0,,
470.10574208399976,2026-09-02T16:56:11.264512+00:00,2,2,2,False,4.0,4.0,,
475.1067533509995,2026-09-02T16:56:16.349953+00:00,2,2,2,False,4.0,4.0,,
480.1078381309999,2026-09-02T16:56:21.435534+00:00,2,2,2,False,4.0,4.0,,
485.10843785900033,2026-09-02T16:56:26.402787+00:00,2,2,2,False,4.0,4.0,,
490.1091167750001,2026-09-02T16:56:31.596183+00:00,2,2,2,False,4.0,4.0,,
495.10971757599964,2026-09-02T16:56:36.419463+00:00,2,2,2,False,4.0,4.0,,
500.110395576,2026-09-02T16:56:41.398392+00:00,2,2,2,False,4.0,4.0,,
505.11141977399984,2026-09-02T16:56:46.466189+00:00,2,2,2,False,4.0,4.0,,
510.11234018399955,2026-09-02T16:56:51.543071+00:00,2,2,2,False,4.0,4.0,,
515.1128981169995,2026-09-02T16:56:56.643890+00:00,2,2,2,False,4.0,4.0,,
520.1134965789997,2026-09-02T16:57:01.368191+00:00,2,2,2,False,4.0,4.0,,
525.1144170540001,2026-09-02T16:57:06.512785+00:00,2,2,2,False,4.0,4.0,,
530.1147203689998,2026-09-02T16:57:11.484111+00:00,2,2,2,False,4.0,4.0,,
535.1152154459996,2026-09-02T16:57:16.476524+00:00,2,2,2,False,4.0,4.0,,
540.115958589,2026-09-02T16:57:21.534446+00:00,2,2,2,False,4.0,4.0,,
545.1167031590003,2026-09-02T16:57:26.483873+00:00,2,2,2,False,4.0,4.0,,
550.1178235400002,2026-09-02T16:57:31.821094+00:00,2,2,2,False,4.0,4.0,,
555.1189523020003,2026-09-02T16:57:36.705858+00:00,2,2,2,False,4.0,4.0,,
560.1197776070003,2026-09-02T16:57:41.467691+00:00,2,2,2,False,4.0,4.0,,
565.12009485,2026-09-02T16:57:46.735058+00:00,2,2,2,False,4.0,4.0,,
570.1204297779996,2026-09-02T16:57:51.479521+00:00,2,2,2,False,4.0,4.0,,
575.1217031030001,2026-09-02T16:57:56.439722+00:00,2,2,2,False,4.0,4.0,,
580.1221676539999,2026-09-02T16:58:01.504851+00:00,2,2,2,False,4.0,4.0,,
585.1232169619998,2026-09-02T16:58:06.394658+00:00,2,2,2,False,4.0,4.0,,
590.1237924790003,2026-09-02T16:58:11.471362+00:00,2,2,2,False,4.0,4.0,,
595.1249865689997,2026-09-02T16:58:16.263220+00:00,2,2,2,False,4.0,4.0,,
600.1262560019995,2026-09-02T16:58:21.195262+00:00,2,2,2,False,4.0,4.0,,
605.1299296750003,2026-09-02T16:58:26.316499+00:00,2,2,2,False,4.0,4.0,,
610.1339547669995,2026-09-02T16:58:31.248245+00:00,2,2,2,False,4.0,4.0,,
615.1387918740002,2026-09-02T16:58:36.376440+00:00,2,2,2,False,4.0,4.0,,
620.1428803520002,2026-09-02T16:58:41.209137+00:00,2,2,2,False,4.0,4.0,,
625.1456822669998,2026-09-02T16:58:46.213003+00:00,2,2,2,False,4.0,4.0,,
